id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,latitud,longitud,categoria_relevancia_ambiental,nota_metodologica,localidad,municipio,motivo_auditoria,motivo_prioridad_campo,decision_estudio_sugerida,decision_alcance_proyecto,motivo_exclusion_prioritaria,flag_universo_alcance_proyecto,motivo_universo_alcance_proyecto,flag_fuera_alcance_productivo_textil,flag_estudio_prioritario,motivo_flag_estudio_prioritario,flag_proceso_humedo_relevante,flag_mezclilla_jeans,flag_lavado_deslavado,flag_tenido_tintoreria,flag_acabado_tratamiento,flag_maquila_productiva,flag_confeccion_especializada_baja_relevancia,flag_comercio_o_renta,flag_requiere_auditoria_manual,flag_prioridad_campo,flag_cercania_hidrografia_250m,flag_senal_industrial,flag_texto_ambiguo,flag_posible_falso_positivo,flag_posible_falso_negativo,categoria_auditada,decision_estudio,flag_excluido_auditoria_manual_false,categoria_auditada_manual,_id_key,fuente_geometria,nombre_mapa,raz_social,nombre_clase_actividad_scian,per_ocu,texto_normalizado,regla_base_saic_textil,regla_base_servicio_textil,regla_base_texto_textil,regla_exc_comercio_o_giro_no_textil,flag_candidato_textil,regla_exc_nombre_no_objetivo,regla_exc_actividad_no_objetivo,regla_inc_humedo_texto,regla_inc_humedo_scian,regla_inc_mezclilla_texto,regla_inc_material_textil,match_textil_explicito,match_lavado_no_textil,match_lavado_textil,match_produccion_textil,match_maquila_textil,match_maquila_senal_textil,match_maquila_sola,match_comercio_excluir,match_actividad_no_objetivo,categoria_filtro,relevancia_ambiental,flag_nuevo_relevante,flag_nuevo_revisar,motivo_clasificacion,keywords_detectadas,campos_coincidentes,flag_foco_estricto_tratamiento,flag_foco_estricto_mezclilla,flag_foco_estricto_material_textil,flag_foco_textil_estricto,decision_filtro_estricto,motivo_decision_filtro,categoria_foco_estricto,senales_foco_estricto,nota_metodologica_foco,Name,ID DENUE,en_universo_canonico_original,en_mh_filtrado,en_foco_estricto,perfil_comparacion,comparacion_canonico_vs_mh,comparacion_canonico_vs_foco,membresias_resumen
3326066,21074812210000262001000000U9,LAVANDERIA LAVAPLUS,812210,19.21861458,-98.3819366,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,3326066,canonico_original,LAVANDERIA LAVAPLUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,solo_canonico_original,solo_canonico_original,solo_canonico_original,canonico original
3326137,21074315229001301002000000U6,MAQUILA DE PANTALON FOSIL JEANS,315229,19.21180747,-98.38308957,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,mezclilla/jeans sin evidencia directa de proceso humedo,contexto productivo textil,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,contexto productivo textil,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,,,False,,3326137,canonico_original,MAQUILA DE PANTALON FOSIL JEANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,canonico_y_foco_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; filtro explicito relevante
3326339,21074315229001291001000000U9,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,19.20577329,-98.37807708,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,mezclilla/jeans sin evidencia directa de proceso humedo,contexto productivo textil,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,contexto productivo textil,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,,,False,,3326339,canonico_original,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,en_los_3,canonico_y_mh,canonico_y_foco_estricto,canonico original; MH filtrado; filtro explicito relevante
3326348,21074315229001403002000000U0,TALLER DE MAQUILA DE PANTALON DE MEZCLILLA,315229,19.20615378,-98.38106673,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,mezclilla/jeans sin evidencia directa de proceso humedo,actividad productiva o ambigua cerca de hidrografia,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,actividad productiva o ambigua cerca de hidrografia,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,,,False,,3326348,canonico_original,TALLER DE MAQUILA DE PANTALON DE MEZCLILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,canonico_y_foco_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; filtro explicito relevante
3427213,21074812210000342001000000U9,LAVANDERIA MAGALY,812210,19.20645951,-98.37919106,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,3427213,canonico_original,LAVANDERIA MAGALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,solo_canonico_original,solo_canonico_original,solo_canonico_original,canonico original
3427228,21074812210000141000000000U5,TINTORERIA LIZ,812210,19.20766002,-98.38274798,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,,False,,3427228,canonico_original,TINTORERIA LIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,canonico_y_foco_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; filtro explicito relevante
3427244,21074812210000131000000000U6,TINTORERIA LIZ,812210,19.20685794,-98.38143472,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,,False,,3427244,canonico_original,TINTORERIA LIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,canonico_y_foco_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; filtro explicito relevante
3427952,21074812210000031010000000U8,MAQUILA DE LAVANDERIA DE PANTALON,313310,19.2108461,-98.37936835,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,,,False,,3427952,canonico_original,MAQUILA DE LAVANDERIA DE PANTALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,canonico_y_foco_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; filtro explicito relevante
3427993,21074812210000213002000000U2,LAVANDERIA SIN NOMBRE,812210,19.20916815,-98.386831,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,3427993,canonico_original,LAVANDERIA SIN NOMBRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,solo_canonico_original,solo_canonico_original,solo_canonico_original,canonico original
3428103,21074812210000192001000000U8,LAVANDERIA NOVALAV,812210,19.21681889,-98.38075285,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento y distancia <= 250 m a hidrografia; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,,,False,,3428103,canonico_original,LAVANDERIA NOVALAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,solo_canonico_original,solo_canonico_original,solo_canonico_original,canonico original
3428125,21074812210000182000000000U9,LAVANDERIA SANTA CECILIA,812210,19.21684215,-98.38284012,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,3428125,canonico_original,LAVANDERIA SANTA CECILIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,solo_canonico_original,solo_canonico_original,solo_canonico_original,canonico original
3428134,21074812210000223001000000U1,LAVANDERIA SANTA MONICA,812210,19.21429432,-98.38863919,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,3428134,canonico_original,LAVANDERIA SANTA MONICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,otro,canonico_y_mh,solo_canonico_original,canonico original; MH filtrado
3428174,21074812210000172002000000U0,LAVANDERIA ALEX,812210,19.21501731,-98.38544865,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,3428174,canonico_original,LAVANDERIA ALEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,solo_canonico_original,solo_canonico_original,solo_canonico_original,canonico original
3428228,21074315229000811002000000U5,MAQUILAR PANTALON DE MEZCLILLA,315229,19.20875293,-98.37822862,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,mezclilla/jeans sin evidencia directa de proceso humedo,contexto productivo textil,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,contexto productivo textil,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,,,False,,3428228,canonico_original,MAQUILAR PANTALON DE MEZCLILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,canonico_y_foco_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; filtro explicito relevante
3428283,21074812210000121001000000U7,LAVANDERIA LAVAMEXXAL,812210,19.2112318,-98.3780799,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,3428283,canonico_original,LAVANDERIA LAVAMEXXAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,solo_canonico_original,solo_canonico_original,solo_canonico_original,canonico original
3428321,21074812210000051011000000U6,LAVANDERIA Y TERMINADOS G C,313310,19.21176794,-98.37981608,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,3428321,canonico_original,LAVANDERIA Y TERMINADOS G C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,canonico_y_foco_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; filtro explicito relevante
6861846,21074812210000364001000000U3,STONE LAV,812210,19.21707716,-98.37347932,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,6861846,canonico_original,STONE LAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,en_los_3,canonico_y_mh,canonico_y_foco_estricto,canonico original; MH filtrado; filtro explicito relevante
7742787,21074461160000781011000000U9,TALLER DE MAQUILA Y PANTALONES DE MEZCLILLA,315229,19.21474593,-98.38036918,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",Santa Ana Xalmimilulco,Huejotzingo,mezclilla/jeans sin evidencia directa de proceso humedo,contexto productivo textil,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,contexto productivo textil,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,,,False,,7742787,canonico_original,TALLER DE MAQUILA Y PANTALONES DE MEZCLILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,en_los_3,canonico_y_mh,canonico_y_foco_estricto,canonico original; MH filtrado; filtro explicito relevante
